account_id,district_id,frequency,parseddate,year_,month_,day_,date_
A00010451,1,Monthly Issuance,2013-08-29,2013,8,29,2013-08-29
A00000172,13,Monthly Issuance,2013-08-30,2013,8,30,2013-08-30
A00003920,74,Monthly Issuance,2013-09-01,2013,9,1,2013-09-01
A00003011,64,Monthly Issuance,2013-09-01,2013,9,1,2013-09-01
A00001337,23,Monthly Issuance,2013-09-01,2013,9,1,2013-09-01
A00002592,69,Monthly Issuance,2013-09-01,2013,9,1,2013-09-01
A00000146,4,Monthly Issuance,2013-09-02,2013,9,2,2013-09-02
A00002576,1,Monthly Issuance,2013-09-02,2013,9,2,2013-09-02
A00003195,40,Monthly Issuance,2013-09-02,2013,9,2,2013-09-02
A00008073,24,Issuance After Transaction,2013-09-03,2013,9,3,2013-09-03
A00004463,67,Monthly Issuance,2013-09-03,2013,9,3,2013-09-03
A00002082,36,Monthly Issuance,2013-09-03,2013,9,3,2013-09-03
A00002020,13,Monthly Issuance,2013-09-04,2013,9,4,2013-09-04
A00000160,23,Monthly Issuance,2013-09-04,2013,9,4,2013-09-04
A00007607,1,Monthly Issuance,2013-09-05,2013,9,5,2013-09-05
A00000117,31,Monthly Issuance,2013-09-05,2013,9,5,2013-09-05
A00003509,2,Monthly Issuance,2013-09-05,2013,9,5,2013-09-05
A00000151,76,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00001719,1,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00003456,32,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00002951,44,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00007190,49,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00001827,10,Monthly Issuance,2013-09-06,2013,9,6,2013-09-06
A00001689,55,Monthly Issuance,2013-09-07,2013,9,7,2013-09-07
A00001197,68,Monthly Issuance,2013-09-07,2013,9,7,2013-09-07
A00005952,50,Monthly Issuance,2013-09-07,2013,9,7,2013-09-07
A00006930,41,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00001107,42,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00008475,4,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00003575,7,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00002691,69,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00003323,13,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00002428,72,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00002649,2,Monthly Issuance,2013-09-08,2013,9,8,2013-09-08
A00002907,70,Monthly Issuance,2013-09-09,2013,9,9,2013-09-09
A00001091,16,Monthly Issuance,2013-09-09,2013,9,9,2013-09-09
A00001487,66,Monthly Issuance,2013-09-10,2013,9,10,2013-09-10
A00003157,77,Monthly Issuance,2013-09-10,2013,9,10,2013-09-10
A00004414,24,Monthly Issuance,2013-09-10,2013,9,10,2013-09-10
A00002302,24,Monthly Issuance,2013-09-10,2013,9,10,2013-09-10
A00001410,74,Monthly Issuance,2013-09-11,2013,9,11,2013-09-11
A00001146,67,Monthly Issuance,2013-09-12,2013,9,12,2013-09-12
A00008564,68,Monthly Issuance,2013-09-12,2013,9,12,2013-09-12
A00000750,73,Monthly Issuance,2013-09-12,2013,9,12,2013-09-12
A00002150,37,Monthly Issuance,2013-09-12,2013,9,12,2013-09-12
A00010940,50,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00009337,30,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00000861,22,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00010440,72,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00010036,1,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00001234,6,Monthly Issuance,2013-09-13,2013,9,13,2013-09-13
A00007774,74,Issuance After Transaction,2013-09-14,2013,9,14,2013-09-14
A00001547,72,Monthly Issuance,2013-09-14,2013,9,14,2013-09-14
A00001079,74,Monthly Issuance,2013-09-14,2013,9,14,2013-09-14
A00003863,15,Monthly Issuance,2013-09-14,2013,9,14,2013-09-14
A00003480,58,Monthly Issuance,2013-09-14,2013,9,14,2013-09-14
A00002671,1,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00001705,70,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00003028,27,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00003310,25,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00006715,48,Weekly Issuance,2013-09-15,2013,9,15,2013-09-15
A00003255,1,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00003751,9,Monthly Issuance,2013-09-15,2013,9,15,2013-09-15
A00002987,18,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00000857,77,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00003042,10,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00002695,16,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00002849,1,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00002802,1,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00000034,67,Weekly Issuance,2013-09-17,2013,9,17,2013-09-17
A00007133,1,Monthly Issuance,2013-09-17,2013,9,17,2013-09-17
A00000699,1,Monthly Issuance,2013-09-17,2013,9,17,2013-09-17
A00002282,29,Weekly Issuance,2013-09-17,2013,9,17,2013-09-17
A00008489,19,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00000837,46,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00008759,1,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00001602,33,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00002958,48,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00003408,62,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00000153,77,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00003268,21,Monthly Issuance,2013-09-20,2013,9,20,2013-09-20
A00000854,62,Monthly Issuance,2013-09-21,2013,9,21,2013-09-21
A00001831,1,Monthly Issuance,2013-09-21,2013,9,21,2013-09-21
A00000039,36,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001811,40,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00003822,8,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001404,7,Weekly Issuance,2013-09-22,2013,9,22,2013-09-22
A00000517,76,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001440,55,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00003505,46,Monthly Issuance,2013-09-23,2013,9,23,2013-09-23
A00001804,20,Weekly Issuance,2013-09-23,2013,9,23,2013-09-23
A00002617,1,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00000467,74,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00004437,40,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00001453,61,Weekly Issuance,2013-09-25,2013,9,25,2013-09-25
A00003977,7,Monthly Issuance,2013-09-25,2013,9,25,2013-09-25
A00008982,64,Monthly Issuance,2013-09-25,2013,9,25,2013-09-25
A00000027,73,Monthly Issuance,2013-09-26,2013,9,26,2013-09-26
A00004511,33,Monthly Issuance,2013-09-26,2013,9,26,2013-09-26
A00001052,61,Monthly Issuance,2013-09-27,2013,9,27,2013-09-27
A00010227,62,Issuance After Transaction,2013-09-27,2013,9,27,2013-09-27
A00003171,61,Monthly Issuance,2013-09-28,2013,9,28,2013-09-28
A00000228,5,Monthly Issuance,2013-09-28,2013,9,28,2013-09-28
A00003618,29,Monthly Issuance,2013-09-29,2013,9,29,2013-09-29
A00001016,40,Monthly Issuance,2013-09-29,2013,9,29,2013-09-29
A00000015,70,Monthly Issuance,2013-10-02,2013,10,2,2013-10-02
A00003237,20,Monthly Issuance,2013-10-02,2013,10,2,2013-10-02
A00001485,36,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00007769,23,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00002613,26,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00002201,8,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00001896,74,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00005387,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00003535,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00001120,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00000235,41,Monthly Issuance,2013-10-06,2013,10,6,2013-10-06
A00003701,76,Monthly Issuance,2013-10-06,2013,10,6,2013-10-06
A00001516,67,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004543,33,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002427,70,Weekly Issuance,2013-10-08,2013,10,8,2013-10-08
A00001981,64,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00008566,74,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00000678,17,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004659,56,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004059,34,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004013,73,Issuance After Transaction,2013-10-08,2013,10,8,2013-10-08
A00007011,75,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002132,76,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00001816,44,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002623,58,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00002793,47,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00002479,18,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00011135,75,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00008041,1,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00000492,5,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00000799,56,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00003972,51,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00001468,54,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00000624,70,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00003483,40,Monthly Issuance,2013-10-12,2013,10,12,2013-10-12
A00004260,56,Monthly Issuance,2013-10-14,2013,10,14,2013-10-14
A00000616,43,Monthly Issuance,2013-10-14,2013,10,14,2013-10-14
A00000931,59,Monthly Issuance,2013-10-15,2013,10,15,2013-10-15
A00000102,11,Monthly Issuance,2013-10-16,2013,10,16,2013-10-16
A00000540,75,Monthly Issuance,2013-10-16,2013,10,16,2013-10-16
A00002660,1,Weekly Issuance,2013-10-17,2013,10,17,2013-10-17
A00004287,1,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00003551,6,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00002072,41,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00004119,77,Monthly Issuance,2013-10-18,2013,10,18,2013-10-18
A00001345,28,Monthly Issuance,2013-10-19,2013,10,19,2013-10-19
A00001565,36,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002824,11,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002052,61,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00001767,21,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002140,75,Monthly Issuance,2013-10-21,2013,10,21,2013-10-21
A00001051,35,Monthly Issuance,2013-10-21,2013,10,21,2013-10-21
A00003927,56,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00002050,1,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00002276,31,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00000126,5,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00002859,11,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00002667,23,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00001789,46,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00000838,47,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00003264,70,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00000198,70,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00002345,5,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00005256,72,Issuance After Transaction,2013-10-25,2013,10,25,2013-10-25
A00000040,64,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00000419,13,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00003892,43,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00001217,69,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00000397,11,Monthly Issuance,2013-10-26,2013,10,26,2013-10-26
A00003146,68,Monthly Issuance,2013-10-26,2013,10,26,2013-10-26
A00000287,16,Monthly Issuance,2013-10-27,2013,10,27,2013-10-27
A00002180,45,Monthly Issuance,2013-10-27,2013,10,27,2013-10-27
A00000354,59,Monthly Issuance,2013-10-28,2013,10,28,2013-10-28
A00000259,2,Monthly Issuance,2013-10-28,2013,10,28,2013-10-28
A00001666,67,Monthly Issuance,2013-10-30,2013,10,30,2013-10-30
A00001495,36,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00002582,28,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00004470,16,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001381,57,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00002435,38,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00000542,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001123,13,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00003225,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001133,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00003086,1,Monthly Issuance,2013-11-02,2013,11,2,2013-11-02
A00002250,35,Monthly Issuance,2013-11-02,2013,11,2,2013-11-02
A00000340,1,Monthly Issuance,2013-11-03,2013,11,3,2013-11-03
A00004079,52,Monthly Issuance,2013-11-03,2013,11,3,2013-11-03
A00000841,1,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00002269,6,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00002867,30,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00003371,68,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00000520,60,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00000743,10,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00003640,10,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00003354,63,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00000107,64,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00000243,55,Weekly Issuance,2013-11-06,2013,11,6,2013-11-06
A00003687,71,Monthly Issuance,2013-11-06,2013,11,6,2013-11-06
A00001984,73,Monthly Issuance,2013-11-07,2013,11,7,2013-11-07
A00004173,1,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00002700,74,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00002318,73,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00007965,55,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00003352,42,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00004255,70,Weekly Issuance,2013-11-08,2013,11,8,2013-11-08
A00000073,72,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00003948,1,Monthly Issuance,2013-11-09,2013,11,9,2013-11-09
A00000648,13,Monthly Issuance,2013-11-09,2013,11,9,2013-11-09
A00003688,70,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00000462,29,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00003243,1,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00008625,64,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00000321,47,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003548,23,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00005984,11,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003091,3,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00000626,72,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00000998,47,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003326,5,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00002457,76,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00002549,74,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00001947,35,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00002738,41,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00001809,1,Weekly Issuance,2013-11-12,2013,11,12,2013-11-12
A00000519,24,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00002665,61,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00001114,6,Weekly Issuance,2013-11-13,2013,11,13,2013-11-13
A00008957,1,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00002271,68,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00000196,4,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003218,41,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003660,74,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00000787,10,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003820,1,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00010906,76,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00000914,73,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00009656,61,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00001941,60,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00003617,22,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00003370,49,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00001664,56,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
