input_model,input_column,tags,output_model,output_columns
model.shopify_source.stg_shopify__product_variant,sku,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_sku"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,is_taxable,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_is_taxable"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,tax_code,"{""Direct"":""The column is directly copied without transformation""}",model.shopify.shopify__order_lines,"{""variant_tax_code"":""Directly mapped""}"
model.shopify_source.stg_shopify__product_variant,title,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_title"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,updated_timestamp,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_updated_at"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,weight,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_weight"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__product_variant,weight_unit,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__order_lines,"{""variant_weight_unit"":""Directly copied to this output column""}"
model.shopify_source.stg_shopify__tax_line,price,"{""Aggregation"":""This column is summed up in the tax_lines_aggregated CTE""}",model.shopify.shopify__order_lines,"{""order_line_tax"":""The sum of this column becomes the order_line_tax in the final output""}"
model.shopify_source.stg_shopify__abandoned_checkout,customer_id,"{""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in GROUP BY clause to aggregate abandoned checkouts per customer""}",model.shopify.shopify__customers,"{""lifetime_abandoned_checkouts"":""Aggregated count of abandoned checkouts per customer""}"
model.shopify_source.stg_shopify__abandoned_checkout,source_relation,"{""Integration"":""This column is used as a key to join with other tables in the query"",""Aggregation"":""It's part of the GROUP BY clause in the abandoned checkouts subquery""}",model.shopify.shopify__customers,"{""source_relation"":""It's directly copied to the output 'source_relation' column""}"
model.shopify_source.stg_shopify__abandoned_checkout,checkout_id,"{""Aggregation"":""Used in COUNT(DISTINCT checkout_id) to calculate the number of abandoned checkouts""}",model.shopify.shopify__customers,"{""lifetime_abandoned_checkouts"":""Aggregated count of distinct checkout_id per customer""}"
model.shopify_source.stg_shopify__customer,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""_fivetran_synced"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,marketing_consent_state,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""marketing_consent_state"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,marketing_opt_in_level,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""marketing_opt_in_level"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,marketing_consent_updated_at,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""marketing_consent_updated_at"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,created_timestamp,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""created_timestamp"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,default_address_id,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""default_address_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,email,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""email"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,first_name,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""first_name"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,customer_id,"{""Direct"":""This column is directly copied without any transformation"",""Integration"":""This column is used as a key to join with other tables""}",model.shopify.shopify__customers,"{""customer_id"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,last_name,"{""Direct"":""This column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""last_name"":""Directly copied to the output""}"
model.shopify_source.stg_shopify__customer,phone,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""phone"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,account_state,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""account_state"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,is_tax_exempt,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""is_tax_exempt"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,updated_timestamp,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""updated_timestamp"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,is_verified_email,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""is_verified_email"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,currency,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""currency"":""Directly copied""}"
model.shopify_source.stg_shopify__customer,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join tables""}",model.shopify.shopify__customers,"{""source_relation"":""Directly copied and used in joins""}"
model.shopify_source.stg_shopify__customer,note,"{""Direct"":""The column is directly copied without any transformation""}",model.shopify.shopify__customers,"{""note"":""Directly copied""}"
