loan_id,account_id,amount,duration,payments,status,year_,month_,day_,date_,fulldate,location,purpose
6540.0,A00007562,309600,48,6450,C,2015,12,31,2015-12-31,2015-12-31,1,home
6695.0,A00008320,309660,60,5161,C,2017,6,4,2017-06-04,2017-06-04,1,home
7050.0,A00010065,311232,48,6484,C,2017,9,23,2017-09-23,2017-09-23,1,home
7227.0,A00010942,314520,60,5242,C,2015,10,2,2015-10-02,2015-10-02,1,home
5435.0,A00002279,314688,48,6556,C,2018,6,1,2018-06-01,2018-06-01,59,home
5724.0,A00003678,316140,60,5269,D,2015,2,5,2015-02-05,2015-02-05,1,home
7292.0,A00011317,317460,60,5291,C,2018,11,22,2018-11-22,2018-11-22,1,home
6028.0,A00005072,317520,60,5292,C,2017,2,9,2017-02-09,2017-02-09,1,home
4967.0,A00000037,318480,60,5308,D,2018,10,14,2018-10-14,2018-10-14,1,home
6550.0,A00007614,320592,48,6679,C,2016,5,18,2016-05-18,2016-05-18,1,home
6063.0,A00005213,320976,48,6687,D,2016,4,25,2016-04-25,2016-04-25,1,home
5611.0,A00003115,321180,60,5353,C,2016,11,15,2016-11-15,2016-11-15,18,home
5889.0,A00004456,321240,60,5354,C,2018,2,9,2018-02-09,2018-02-09,1,home
6235.0,A00006062,321360,60,5356,C,2018,4,19,2018-04-19,2018-04-19,1,home
6821.0,A00009037,321936,48,6707,C,2018,9,15,2018-09-15,2018-09-15,1,home
6038.0,A00005120,323472,48,6739,A,2014,8,10,2014-08-10,2014-08-10,1,home
5865.0,A00004354,327660,60,5461,C,2018,10,30,2018-10-30,2018-10-30,1,home
7004.0,A00009869,331560,60,5526,C,2015,3,15,2015-03-15,2015-03-15,1,home
5042.0,A00000330,331584,48,6908,C,2018,7,12,2018-07-12,2018-07-12,70,home
6705.0,A00008381,333648,48,6951,D,2017,7,25,2017-07-25,2017-07-25,1,home
5772.0,A00003906,334620,60,5577,C,2018,3,8,2018-03-08,2018-03-08,1,home
5991.0,A00004858,335184,48,6983,D,2018,7,27,2018-07-27,2018-07-27,1,home
5532.0,A00002754,335280,48,6985,C,2017,5,4,2017-05-04,2017-05-04,29,home
7195.0,A00010774,339168,48,7066,C,2018,4,23,2018-04-23,2018-04-23,1,home
6938.0,A00009504,341280,60,5688,C,2017,3,10,2017-03-10,2017-03-10,1,home
5418.0,A00002245,347952,48,7249,C,2015,1,16,2015-01-16,2015-01-16,59,home
7100.0,A00010280,348120,60,5802,C,2017,12,31,2017-12-31,2017-12-31,1,home
6118.0,A00005477,349392,48,7279,C,2017,10,4,2017-10-04,2017-10-04,1,home
4989.0,A00000105,352704,48,7348,C,2018,12,5,2018-12-05,2018-12-05,1,home
5063.0,A00000442,357840,48,7455,D,2017,7,10,2017-07-10,2017-07-10,70,home
6006.0,A00004948,359760,60,5996,C,2016,11,15,2016-11-15,2016-11-15,1,home
5494.0,A00002572,360000,48,7500,C,2016,6,13,2016-06-13,2016-06-13,46,home
6239.0,A00006083,360864,48,7518,D,2017,9,28,2017-09-28,2017-09-28,1,home
6109.0,A00005422,368880,60,6148,C,2016,6,3,2016-06-03,2016-06-03,1,home
5041.0,A00000319,369000,60,6150,C,2017,7,11,2017-07-11,2017-07-11,70,home
6585.0,A00007795,372120,60,6202,C,2016,10,29,2016-10-29,2016-10-29,1,home
6926.0,A00009455,374760,60,6246,C,2018,2,7,2018-02-07,2018-02-07,1,home
5563.0,A00002912,380160,60,6336,C,2016,2,29,2016-02-29,2016-02-29,18,home
5174.0,A00001093,385104,48,8023,C,2017,6,13,2017-06-13,2017-06-13,64,home
7209.0,A00010857,385560,60,6426,D,2017,11,30,2017-11-30,2017-11-30,1,home
5318.0,A00001808,385584,48,8033,C,2018,9,30,2018-09-30,2018-09-30,64,home
5282.0,A00001583,388512,48,8094,D,2016,8,24,2016-08-24,2016-08-24,64,home
5236.0,A00001374,389136,48,8107,C,2017,9,15,2017-09-15,2017-09-15,64,home
5589.0,A00003005,390000,48,8125,C,2018,6,5,2018-06-05,2018-06-05,18,home
6554.0,A00007637,390096,48,8127,C,2017,1,29,2017-01-29,2017-01-29,1,home
6338.0,A00006592,390660,60,6511,C,2017,8,24,2017-08-24,2017-08-24,1,home
7271.0,A00011186,392460,60,6541,C,2016,10,2,2016-10-02,2016-10-02,1,home
5329.0,A00001862,396120,60,6602,C,2016,10,16,2016-10-16,2016-10-16,64,home
6272.0,A00006226,398640,60,6644,C,2014,12,20,2014-12-20,2014-12-20,1,home
6055.0,A00005181,399120,60,6652,C,2017,4,28,2017-04-28,2017-04-28,1,home
5938.0,A00004650,402000,60,6700,C,2016,8,25,2016-08-25,2016-08-25,1,home
5830.0,A00004190,405780,60,6763,C,2017,8,28,2017-08-28,2017-08-28,1,home
6237.0,A00006075,407952,48,8499,D,2018,1,6,2018-01-06,2018-01-06,1,home
5419.0,A00002246,415800,60,6930,C,2017,2,5,2017-02-05,2017-02-05,59,home
6704.0,A00008377,417060,60,6951,C,2015,6,1,2015-06-01,2015-06-01,1,home
7154.0,A00010520,417600,60,6960,C,2016,12,5,2016-12-05,2016-12-05,1,home
7304.0,A00011349,419880,60,6998,C,2015,10,29,2015-10-29,2015-10-29,1,home
7101.0,A00010297,421008,48,8771,C,2016,11,18,2016-11-18,2016-11-18,1,home
5491.0,A00002545,428784,48,8933,C,2018,2,13,2018-02-13,2018-02-13,46,home
5561.0,A00002910,437460,60,7291,C,2018,8,29,2018-08-29,2018-08-29,18,home
5725.0,A00003679,444864,48,9268,C,2016,7,23,2016-07-23,2016-07-23,1,home
5731.0,A00003711,460980,60,7683,D,2017,11,5,2017-11-05,2017-11-05,1,home
6228.0,A00006034,464520,60,7742,B,2013,12,1,2013-12-01,2013-12-01,1,home
5970.0,A00004774,465072,48,9689,C,2015,7,9,2015-07-09,2015-07-09,1,home
5976.0,A00004794,465504,48,9698,D,2017,12,27,2017-12-27,2017-12-27,1,home
5486.0,A00002516,466608,48,9721,C,2017,6,13,2017-06-13,2017-06-13,46,home
5043.0,A00000339,468060,60,7801,C,2017,12,25,2017-12-25,2017-12-25,70,home
6625.0,A00007966,473280,60,7888,D,2017,9,7,2017-09-07,2017-09-07,1,home
6415.0,A00006950,475680,48,9910,C,2017,2,12,2017-02-12,2017-02-12,1,home
7142.0,A00010451,482940,60,8049,D,2014,12,19,2014-12-19,2014-12-19,1,home
6436.0,A00007049,495180,60,8253,C,2018,5,22,2018-05-22,2018-05-22,1,home
5569.0,A00002936,504000,60,8400,C,2018,1,20,2018-01-20,2018-01-20,18,home
5132.0,A00000817,538500,60,8975,C,2015,2,17,2015-02-17,2015-02-17,64,home
5447.0,A00002335,541200,60,9020,D,2017,11,12,2017-11-12,2017-11-12,59,home
6791.0,A00008926,566640,60,9444,C,2018,1,23,2018-01-23,2018-01-23,1,home
6534.0,A00007542,590820,60,9847,C,2017,10,19,2017-10-19,2017-10-19,1,home
