date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id,client_id
2014-07-03,Bank account or service,Checking account,Deposits and withdrawals,,,,,Email,2014-07-09,Closed with explanation,Yes,No,CR0922485,1925.0
2012-04-12,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Email,2012-04-13,Closed with relief,Yes,No,CR0057298,3141.0
2012-04-03,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Email,2012-04-03,Closed without relief,Yes,No,CR0043811,297.0
2012-03-14,Credit card,,Billing disputes,,,,,Email,2012-03-14,Closed with relief,Yes,No,CR0035411,4275.0
2012-03-05,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Email,2012-03-06,Closed with relief,Yes,No,CR0030939,900.0
2012-03-05,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Email,2012-03-05,Closed with relief,Yes,No,CR0030070,11596.0
2012-02-23,Credit card,,Other fee,,,,,Email,2012-02-24,Closed without relief,Yes,No,CR0013328,2716.0
2017-02-16,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2017-02-22,Closed with explanation,Yes,,CR2347888,11252.0
2017-02-03,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,,,,Fax,2017-02-07,Closed with explanation,Yes,,CR2327253,7366.0
2017-01-31,Credit card,,Other,,,,,Fax,2017-02-03,Closed with explanation,Yes,,CR2319065,4459.0
2017-01-30,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Fax,2017-02-02,Closed with explanation,Yes,,CR2318000,2463.0
2017-01-09,Credit card,,Other,,,,,Fax,2017-01-10,Closed with explanation,Yes,Yes,CR2281296,1075.0
2016-12-19,Credit card,,Credit line increase/decrease,,,,,Fax,2016-12-19,Closed with explanation,Yes,Yes,CR2254957,3048.0
2016-12-08,Credit card,,Billing disputes,,,,,Fax,2016-12-09,Closed with explanation,Yes,No,CR2241469,3061.0
2016-12-08,Credit card,,Billing disputes,,,,,Fax,2016-12-09,Closed with explanation,Yes,Yes,CR2241293,2563.0
2016-12-07,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2016-12-08,Closed with monetary relief,Yes,No,CR2239563,2298.0
2016-12-01,Credit card,,Late fee,,,,,Fax,2016-12-02,Closed with monetary relief,Yes,No,CR2230679,2771.0
2016-11-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-11-29,Closed with explanation,Yes,No,CR2225814,1537.0
2016-11-17,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-11-18,Closed with monetary relief,Yes,No,CR2214250,10077.0
2016-11-16,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-11-16,Closed with explanation,Yes,No,CR2208613,1768.0
2016-11-08,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,,Fax,2016-11-09,Closed with explanation,Yes,No,CR2200226,1671.0
2016-11-04,Credit card,,Sale of account,,,,,Fax,2016-11-07,Closed with explanation,Yes,No,CR2195804,2994.0
2016-11-02,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-11-15,Closed with monetary relief,Yes,No,CR2192368,3098.0
2011-12-07,Credit card,,Collection debt dispute,,,,,Email,2012-02-29,Closed without relief,Yes,No,CR0003732,146.0
2017-03-27,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2017-03-27,Closed with explanation,Yes,,CR2405000,778.0
2017-03-21,Credit card,,Other,,,,,Fax,2017-03-21,Closed with non-monetary relief,Yes,,CR2398334,706.0
2017-03-20,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2017-03-21,In progress,Yes,,CR2395319,2065.0
2017-03-07,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2017-03-09,Closed with explanation,Yes,,CR2375209,298.0
2017-03-03,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2017-03-08,Closed with monetary relief,Yes,,CR2371479,2926.0
2017-03-02,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2017-03-06,Closed with explanation,Yes,,CR2368953,3552.0
2017-02-21,Bank account or service,Savings account,Deposits and withdrawals,,,,,Fax,2017-02-24,Closed with monetary relief,Yes,,CR2353277,438.0
2016-11-02,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-11-14,Closed with monetary relief,Yes,No,CR2190357,3203.0
2016-10-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2016-10-31,Closed with non-monetary relief,Yes,No,CR2184843,10041.0
2016-10-06,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-10-12,Closed with explanation,Yes,No,CR2150336,1791.0
2016-10-05,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Older American,,Fax,2016-10-14,Closed with explanation,Yes,No,CR2147799,5050.0
2016-10-04,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-10-06,Closed with explanation,Yes,Yes,CR2146555,3330.0
2016-09-30,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-10-14,Closed with monetary relief,Yes,No,CR2140531,3003.0
2016-09-26,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-09-28,Closed with monetary relief,Yes,No,CR2132541,489.0
2016-09-23,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-09-27,Closed with explanation,Yes,Yes,CR2128698,1520.0
2016-09-22,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-09-26,Closed with explanation,Yes,No,CR2125933,3001.0
2016-09-12,Credit card,,Balance transfer fee,,,,,Fax,2016-09-14,Closed with non-monetary relief,Yes,No,CR2106749,11329.0
2016-08-31,Credit card,,Billing disputes,,,,,Fax,2016-09-06,Closed with explanation,Yes,No,CR2089516,3317.0
2016-08-26,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-08-30,Closed with explanation,Yes,No,CR2083797,1600.0
2016-08-25,Bank account or service,Savings account,Deposits and withdrawals,,,,,Fax,2016-08-30,Closed with explanation,Yes,Yes,CR2081319,572.0
2016-08-22,Credit card,,Billing disputes,,,,,Fax,2016-08-24,Closed with explanation,Yes,No,CR2075840,119.0
2016-08-09,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-08-29,Closed with monetary relief,Yes,Yes,CR2053856,3819.0
2016-08-04,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Fax,2016-08-08,Closed with explanation,Yes,No,CR2047406,3069.0
2016-07-28,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Older American,,Fax,2016-08-02,Closed with explanation,Yes,No,CR2036377,524.0
2016-07-19,Bank account or service,Checking account,Deposits and withdrawals,,,Older American,,Fax,2016-07-20,Closed with monetary relief,Yes,No,CR2019528,697.0
2016-07-18,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2016-07-19,Closed with explanation,Yes,No,CR2017443,4643.0
2016-07-15,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-07-16,Closed with explanation,Yes,No,CR2015196,137.0
2016-07-01,Credit card,,Billing disputes,,,,,Fax,2016-07-11,Closed with explanation,Yes,No,CR1994567,7011.0
2016-06-02,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-06-06,Closed with explanation,Yes,No,CR1952426,3837.0
2016-05-26,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-05-27,Closed with explanation,Yes,No,CR1943347,2799.0
2016-05-25,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-05-31,Closed with explanation,Yes,No,CR1942158,3834.0
2016-05-25,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-05-31,Closed with explanation,Yes,No,CR1941865,5180.0
2016-05-24,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-05-31,Closed with explanation,Yes,Yes,CR1938865,1699.0
2016-05-23,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2016-05-24,Closed with explanation,Yes,Yes,CR1936930,3632.0
2016-05-19,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-05-31,Closed with explanation,Yes,No,CR1932270,2463.0
2016-05-13,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-05-13,Closed with explanation,Yes,No,CR1924106,4493.0
2016-05-06,Credit card,,Customer service / Customer relations,,,,,Fax,2016-05-11,Closed with monetary relief,Yes,No,CR1913916,3116.0
2016-05-06,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-05-16,Closed with non-monetary relief,Yes,No,CR1912930,2324.0
2016-05-02,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-05-02,Closed with explanation,Yes,No,CR1905472,1579.0
2016-04-25,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-04-28,Closed with explanation,Yes,No,CR1894861,3039.0
2016-04-19,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-04-21,Closed with monetary relief,Yes,Yes,CR1885950,4294.0
2016-04-18,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-04-18,Closed with explanation,Yes,Yes,CR1884968,12358.0
2016-04-15,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,,Fax,2016-04-15,Closed with monetary relief,Yes,No,CR1881766,462.0
2016-04-15,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-04-15,Closed with monetary relief,Yes,No,CR1882476,13417.0
2016-04-07,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-04-11,Closed with explanation,Yes,No,CR1869568,1445.0
2016-04-04,Credit card,,Identity theft / Fraud / Embezzlement,,,"Older American, Servicemember",,Fax,2016-04-06,Closed with explanation,Yes,No,CR1863969,2209.0
2016-03-23,Bank account or service,Checking account,Deposits and withdrawals,,,Servicemember,,Fax,2016-03-23,Closed with explanation,Yes,No,CR1845683,6256.0
2016-03-10,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-03-10,Closed with explanation,Yes,Yes,CR1826636,472.0
2016-03-08,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2016-03-08,Closed with explanation,Yes,No,CR1822084,3977.0
2016-02-29,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-03-01,Closed with explanation,Yes,No,CR1809285,3372.0
2016-02-17,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2016-02-18,Closed with explanation,Yes,Yes,CR1791074,11906.0
2016-02-16,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-03-21,Closed with explanation,Yes,Yes,CR1789593,9236.0
2016-02-11,Credit card,,Other,,,,,Fax,2016-02-17,Closed with explanation,Yes,No,CR1784697,9458.0
2016-02-05,Bank account or service,Checking account,"Account opening, closing, or management",,,Servicemember,,Fax,2016-02-05,Closed with non-monetary relief,Yes,No,CR1775172,4445.0
2016-02-04,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-02-17,Closed with explanation,Yes,No,CR1773179,3283.0
2016-02-04,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2016-02-17,Closed with explanation,Yes,No,CR1773807,2129.0
2016-01-29,Credit card,,Billing disputes,,,,,Fax,2016-02-01,Closed with explanation,Yes,No,CR1764286,2084.0
2016-01-28,Credit card,,Other,,,,,Fax,2016-01-29,Closed with explanation,Yes,Yes,CR1762648,4449.0
2016-01-25,Credit card,,Billing disputes,,,,,Fax,2016-01-26,Closed with explanation,Yes,,CR1756498,2296.0
2016-01-25,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2016-02-01,Closed with explanation,Yes,Yes,CR1756563,2642.0
2016-01-15,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2016-01-20,Closed with monetary relief,Yes,No,CR1744554,3532.0
2016-01-08,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Fax,2016-01-12,Closed with monetary relief,Yes,No,CR1734737,4387.0
2016-01-06,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2016-01-07,Closed with explanation,Yes,No,CR1729929,2727.0
2016-01-04,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2016-01-04,Closed with explanation,Yes,Yes,CR1725606,3241.0
2015-12-22,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Fax,2015-12-23,Closed with explanation,Yes,No,CR1713275,1316.0
2015-12-18,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,,Fax,2015-12-18,Closed with monetary relief,Yes,No,CR1708290,11064.0
2015-11-30,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2015-12-04,Closed with explanation,Yes,Yes,CR1676436,520.0
2015-11-18,Credit card,,Other,,,,,Fax,2015-12-14,Closed with explanation,Yes,No,CR1660760,3092.0
2015-11-09,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2015-11-09,Closed with monetary relief,Yes,No,CR1645849,1323.0
2015-11-09,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,,Fax,2015-11-10,Closed with explanation,Yes,No,CR1645852,482.0
2015-10-29,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2015-10-30,Closed with explanation,Yes,No,CR1631076,2709.0
2015-10-23,Credit card,,Other,,,,,Fax,2015-10-26,Closed with explanation,Yes,Yes,CR1621364,6924.0
2015-10-23,Credit card,,Identity theft / Fraud / Embezzlement,,,Older American,,Fax,2015-10-27,Closed,Yes,Yes,CR1621318,1129.0
2015-10-05,Credit card,,Billing disputes,,,,,Fax,2015-10-07,Closed with monetary relief,Yes,Yes,CR1592064,3450.0
2015-10-02,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2015-10-06,Closed with explanation,Yes,No,CR1590438,2755.0
2015-09-21,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Fax,2015-09-24,Closed with non-monetary relief,Yes,No,CR1573466,2409.0
2015-09-16,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2015-09-16,Closed with monetary relief,Yes,No,CR1566591,1811.0
2015-09-14,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-09-14,Closed with explanation,Yes,No,CR1563107,4180.0
2015-08-31,Credit card,,Advertising and marketing,,,,,Fax,2015-08-31,Closed with explanation,Yes,No,CR1544742,680.0
2015-08-31,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-08-31,Closed with explanation,Yes,No,CR1544229,3312.0
2015-08-21,Credit card,,Billing disputes,,,,,Fax,2015-09-04,Closed with explanation,Yes,Yes,CR1531152,2821.0
2015-08-20,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2015-08-21,Closed with explanation,Yes,No,CR1527767,4061.0
2015-08-05,Credit card,,Identity theft / Fraud / Embezzlement,,,Older American,,Fax,2015-08-06,Closed with explanation,Yes,Yes,CR1507211,961.0
2015-08-03,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Fax,2015-08-10,Closed with non-monetary relief,Yes,No,CR1498821,780.0
2015-07-30,Bank account or service,Cashing a check without an account,Problems caused by my funds being low,,,,,Fax,2015-08-05,Closed with explanation,Yes,No,CR1494677,1592.0
2015-07-24,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-08-03,Closed with explanation,Yes,No,CR1485802,1808.0
2015-07-23,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,"Older American, Servicemember",,Fax,2015-07-24,Closed with explanation,Yes,Yes,CR1483597,894.0
2015-07-20,Credit card,,Billing disputes,,,,,Fax,2015-07-21,Closed with explanation,Yes,No,CR1474895,4169.0
2015-07-14,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2015-07-14,Closed with explanation,Yes,No,CR1467137,567.0
2015-07-09,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2015-07-16,Closed with monetary relief,Yes,No,CR1459299,11329.0
2015-07-07,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-07-08,Closed with non-monetary relief,Yes,No,CR1455861,173.0
2015-07-07,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-07-30,Closed with non-monetary relief,Yes,No,CR1455862,1642.0
2015-07-06,Credit card,,Transaction issue,,,,,Fax,2015-07-08,Closed with explanation,Yes,No,CR1452043,2800.0
2015-07-06,Credit card,,Billing disputes,,,Older American,,Fax,2015-07-08,Closed with explanation,Yes,No,CR1451644,12485.0
2015-07-06,Credit card,,Billing disputes,,,,,Fax,2015-07-10,Closed with non-monetary relief,Yes,Yes,CR1452819,2055.0
2015-06-24,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2015-07-07,Closed with explanation,Yes,No,CR1435238,964.0
2015-06-23,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-06-24,Closed with explanation,Yes,Yes,CR1433236,1218.0
2015-06-23,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-06-26,Closed with explanation,Yes,No,CR1434177,2420.0
2015-06-12,Credit card,,Credit line increase/decrease,,,,,Fax,2015-06-17,Closed with non-monetary relief,Yes,No,CR1419608,2096.0
2015-06-09,Credit card,,Late fee,,,Older American,,Fax,2015-06-10,Closed with explanation,Yes,No,CR1412354,3922.0
2015-05-20,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2015-05-26,Closed with explanation,Yes,No,CR1384883,1682.0
2015-05-18,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-07-18,Closed with explanation,Yes,No,CR1381322,2288.0
2015-05-04,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,,Fax,2015-05-04,Closed with explanation,Yes,No,CR1359157,9217.0
2015-05-01,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-05-04,Closed with explanation,Yes,No,CR1357213,1963.0
2015-04-29,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Servicemember,,Fax,2015-05-04,Closed with explanation,Yes,Yes,CR1351891,4959.0
2015-04-23,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2015-04-28,Closed with monetary relief,Yes,No,CR1344050,4099.0
2015-04-21,Credit card,,Billing statement,,,,,Fax,2015-04-23,Closed with explanation,Yes,No,CR1338985,5175.0
2015-04-21,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-04-24,Closed with explanation,Yes,No,CR1340503,5132.0
2015-04-16,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2015-04-20,Closed with non-monetary relief,Yes,No,CR1334090,3344.0
2015-04-09,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Fax,2015-04-13,Closed with explanation,Yes,No,CR1323862,1641.0
2015-03-27,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,,Fax,2015-03-30,Closed with explanation,Yes,Yes,CR1305593,4395.0
2015-03-26,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-03-30,Closed with explanation,Yes,Yes,CR1301819,3423.0
2015-03-13,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-03-16,Closed with monetary relief,Yes,No,CR1282520,6034.0
2015-03-10,Credit card,,Billing disputes,,,,,Fax,2015-03-16,Closed with explanation,Yes,No,CR1275516,3015.0
2015-02-20,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Fax,2015-02-26,Closed with explanation,Yes,No,CR1249514,2814.0
2015-01-14,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-01-16,Closed with monetary relief,Yes,No,CR1193863,3929.0
2015-01-08,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-01-22,Closed with explanation,Yes,Yes,CR1185692,350.0
2015-01-06,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2015-01-07,Closed with explanation,Yes,Yes,CR1182664,9366.0
2015-01-06,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,,Fax,2015-01-09,Closed with explanation,Yes,No,CR1182076,3251.0
2014-12-23,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-12-30,Closed with explanation,Yes,No,CR1167964,767.0
2014-12-22,Credit card,,Billing disputes,,,,,Fax,2014-12-24,Closed with explanation,Yes,Yes,CR1165956,583.0
2014-12-17,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2014-12-18,Closed with explanation,Yes,Yes,CR1159924,50.0
2014-12-08,Credit card,,Other,,,,,Fax,2014-12-30,Closed with explanation,Yes,No,CR1148113,1790.0
2014-12-04,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-12-08,Closed with explanation,Yes,No,CR1142808,987.0
2014-12-03,Bank account or service,Checking account,Deposits and withdrawals,,,Servicemember,,Fax,2014-12-08,Closed with explanation,Yes,No,CR1141314,1123.0
2014-11-10,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-11-19,Closed with explanation,Yes,No,CR1109288,2674.0
2014-11-04,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Older American,,Fax,2014-11-06,Closed with explanation,Yes,Yes,CR1101885,593.0
2014-10-21,Bank account or service,Checking account,"Account opening, closing, or management",,,Older American,,Fax,2014-10-27,Closed with non-monetary relief,Yes,No,CR1080256,950.0
2014-10-07,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Older American,,Fax,2014-10-10,Closed with explanation,Yes,No,CR1062228,11686.0
2014-10-06,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-10-10,Closed with explanation,Yes,Yes,CR1059300,1618.0
2014-10-01,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-10-06,Closed with monetary relief,Yes,No,CR1052629,2449.0
2014-09-30,Credit card,,Rewards,,,,,Fax,2014-10-06,Closed with explanation,Yes,Yes,CR1051007,2069.0
2014-09-30,Credit card,,Other,,,,,Fax,2014-10-01,Closed with explanation,Yes,No,CR1052075,6571.0
2014-09-29,Credit card,,Arbitration,,,,,Fax,2014-10-03,Closed with explanation,Yes,Yes,CR1048746,4373.0
2014-09-24,Credit card,,Closing/Cancelling account,,,,,Fax,2014-10-01,Closed with explanation,Yes,No,CR1043298,2625.0
2014-09-24,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-09-30,Closed with explanation,Yes,No,CR1042825,4761.0
2014-09-19,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-09-25,Closed with explanation,Yes,Yes,CR1037284,2415.0
2014-09-09,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Fax,2014-09-29,Closed with explanation,Yes,Yes,CR1020704,937.0
2014-09-05,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-09-10,Closed with explanation,Yes,No,CR1016584,1965.0
2014-09-04,Credit card,,Other,,,,,Fax,2014-09-09,Closed with monetary relief,Yes,No,CR1015058,1948.0
2014-08-29,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Fax,2014-09-04,Closed with monetary relief,Yes,No,CR1007303,2682.0
2014-08-22,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-09-16,Closed with explanation,Yes,Yes,CR0997116,9820.0
2014-08-19,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-08-22,Closed with explanation,Yes,No,CR0991303,4382.0
2014-08-18,Bank account or service,Checking account,Deposits and withdrawals,,,Older American,,Fax,2014-08-20,Closed with monetary relief,Yes,No,CR0988096,1990.0
2014-08-13,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-08-18,Closed with explanation,Yes,No,CR0981611,283.0
2014-07-24,Credit card,,Closing/Cancelling account,,,,,Fax,2014-07-28,Closed with explanation,Yes,No,CR0951400,4037.0
2014-07-23,Credit card,,Customer service / Customer relations,,,Older American,,Fax,2014-07-28,Closed with explanation,Yes,No,CR0949403,2302.0
2014-07-21,Bank account or service,Checking account,"Making/receiving payments, sending money",,,Older American,,Fax,2014-07-24,Closed with monetary relief,Yes,No,CR0947307,4892.0
2014-07-17,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Older American,,Fax,2014-07-23,Closed with explanation,Yes,No,CR0942501,6363.0
2014-07-08,Bank account or service,Checking account,"Account opening, closing, or management",,,"Older American, Servicemember",,Fax,2014-07-11,Closed with explanation,Yes,No,CR0927871,3816.0
2014-07-03,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-07-09,Closed with explanation,Yes,Yes,CR0922473,379.0
2014-06-10,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-06-12,Closed with explanation,Yes,No,CR0888321,1798.0
2014-06-10,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-06-12,Closed with explanation,Yes,No,CR0887544,4455.0
2014-05-28,Credit card,,Closing/Cancelling account,,,,,Fax,2014-06-03,Closed with explanation,Yes,Yes,CR0871335,730.0
2014-05-27,Credit card,,Billing disputes,,,,,Fax,2014-06-02,Closed with explanation,Yes,Yes,CR0869660,4586.0
2014-05-22,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-06-09,Closed with explanation,Yes,No,CR0865818,4186.0
2014-05-19,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-05-21,Closed with explanation,Yes,Yes,CR0858349,5320.0
2014-05-16,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-05-19,Closed with monetary relief,Yes,No,CR0855237,1479.0
2014-05-14,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-05-16,Closed with monetary relief,Yes,No,CR0853368,2555.0
2014-05-07,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-05-12,Closed with explanation,Yes,No,CR0842671,3349.0
2014-05-05,Bank account or service,Checking account,"Account opening, closing, or management",,,Older American,,Fax,2014-05-07,Closed with monetary relief,Yes,No,CR0838199,4320.0
2014-04-24,Credit card,,Delinquent account,,,,,Fax,2014-04-28,Closed with explanation,Yes,No,CR0824833,5338.0
2014-04-11,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Older American,,Fax,2014-04-16,Closed with explanation,Yes,Yes,CR0804364,217.0
2014-04-09,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-04-14,Closed with explanation,Yes,No,CR0800215,13657.0
2014-04-05,Bank account or service,Checking account,Using a debit or ATM card,,,,,Fax,2014-04-09,Closed with explanation,Yes,Yes,CR0795200,1045.0
2014-04-04,Bank account or service,Checking account,Deposits and withdrawals,,,Older American,,Fax,2014-04-08,Closed with explanation,Yes,No,CR0793529,504.0
2014-04-02,Bank account or service,Savings account,"Account opening, closing, or management",,,Older American,,Fax,2014-04-08,Closed with explanation,Yes,No,CR0789608,3461.0
2014-03-31,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Fax,2014-04-03,Closed with non-monetary relief,Yes,No,CR0785224,2135.0
2014-03-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-04-04,Closed with explanation,Yes,No,CR0783255,2940.0
2014-03-06,Bank account or service,Checking account,"Account opening, closing, or management",,,Older American,,Fax,2014-03-07,Closed with monetary relief,Yes,No,CR0746087,4505.0
2014-03-03,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Fax,2014-03-04,Closed with monetary relief,Yes,No,CR0739756,501.0
2014-02-21,Bank account or service,Checking account,Deposits and withdrawals,,,,,Fax,2014-02-24,Closed with explanation,Yes,Yes,CR0725940,4127.0
